Net,Group,Vnet1,Vnet2
_DRAM_CORE.BANK3.net55874,4,VDD,VDDQ
_DRAM_CORE.BANK3.net55875,4,VDDQ,VON
_DRAM_CORE.BANK3.net55876,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net55877,4,VDDQ,VSS
_DRAM_CORE.BANK3.net55878,4,VEXT,VSSQ
_DRAM_CORE.BANK3.net55879,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net55880,4,VON,VEXT
_DRAM_CORE.BANK0.net55881,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net55882,1,VSS,VEXT
_DRAM_CORE.BANK0.net55883,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net55884,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net55885,1,VSS,VEXT
_DRAM_CORE.BANK0.net55886,1,VDDQ,VON
_DRAM_CORE.BANK0.net55887,1,VON,VDDQ
_DRAM_CORE.BANK0.net55888,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net55889,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net55890,1,VOFF,VEXT
_DRAM_CORE.BANK1.net55891,2,VOFF,VOFF
_DRAM_CORE.BANK1.net55892,2,VSS,VDD
_DRAM_CORE.BANK1.net55893,2,VEXT,VSS
_DRAM_CORE.BANK1.net55894,2,VSSQ,VDD
_DRAM_CORE.BANK1.net55895,2,VSSQ,VDD
_DRAM_CORE.BANK1.net55896,2,VOFF,VEXT
_DRAM_CORE.BANK1.net55897,2,VDD,VSS
_DRAM_CORE.BANK1.net55898,2,VEXT,VDD
_DRAM_CORE.BANK1.net55899,2,VON,VON
_DRAM_CORE.BANK1.net55900,2,VDD,VEXT
_DRAM_CORE.BANK2.net55901,3,VSSQ,VDD
_DRAM_CORE.BANK2.net55902,3,VEXT,VSS
_DRAM_CORE.BANK2.net55903,3,VSS,VON
_DRAM_CORE.BANK2.net55904,3,VSSQ,VON
_DRAM_CORE.BANK2.net55905,3,VDDQ,VDD
_DRAM_CORE.BANK2.net55906,3,VEXT,VDD
_DRAM_CORE.BANK2.net55907,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net55908,3,VDDQ,VDD
_DRAM_CORE.BANK2.net55909,3,VON,VSS
_DRAM_CORE.BANK2.net55910,3,VEXT,VSS
_DRAM_CORE.BANK3.net55911,4,VOFF,VDD
_DRAM_CORE.BANK3.net55912,4,VSSQ,VDD
_DRAM_CORE.BANK3.net55913,4,VON,VEXT
_DRAM_CORE.BANK3.net55914,4,VSS,VON
_DRAM_CORE.BANK3.net55915,4,VDD,VEXT
_DRAM_CORE.BANK3.net55916,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net55917,4,VON,VSSQ
_DRAM_CORE.BANK3.net55918,4,VOFF,VDD
_DRAM_CORE.BANK3.net55919,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net55920,4,VSSQ,VSSQ
_DRAM_CORE.BANK0.net55921,1,VON,VOFF
_DRAM_CORE.BANK0.net55922,1,VEXT,VSS
_DRAM_CORE.BANK0.net55923,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net55924,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net55925,1,VSSQ,VDD
_DRAM_CORE.BANK0.net55926,1,VSSQ,VON
_DRAM_CORE.BANK0.net55927,1,VOFF,VSS
_DRAM_CORE.BANK0.net55928,1,VSS,VDDQ
_DRAM_CORE.BANK0.net55929,1,VOFF,VOFF
_DRAM_CORE.BANK0.net55930,1,VSS,VOFF
_DRAM_CORE.BANK1.net55931,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net55932,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net55933,2,VSSQ,VSS
_DRAM_CORE.BANK1.net55934,2,VEXT,VSS
_DRAM_CORE.BANK1.net55935,2,VSS,VOFF
_DRAM_CORE.BANK1.net55936,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net55937,2,VDD,VEXT
_DRAM_CORE.BANK1.net55938,2,VDD,VOFF
_DRAM_CORE.BANK1.net55939,2,VSSQ,VSS
_DRAM_CORE.BANK1.net55940,2,VSS,VSSQ
_DRAM_CORE.BANK2.net55941,3,VSS,VSSQ
_DRAM_CORE.BANK2.net55942,3,VOFF,VON
_DRAM_CORE.BANK2.net55943,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net55944,3,VON,VSSQ
_DRAM_CORE.BANK2.net55945,3,VDDQ,VDD
_DRAM_CORE.BANK2.net55946,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net55947,3,VSS,VSS
_DRAM_CORE.BANK2.net55948,3,VON,VDDQ
_DRAM_CORE.BANK2.net55949,3,VOFF,VOFF
_DRAM_CORE.BANK2.net55950,3,VDDQ,VDD
_DRAM_CORE.BANK3.net55951,4,VDD,VSSQ
_DRAM_CORE.BANK3.net55952,4,VON,VSS
_DRAM_CORE.BANK3.net55953,4,VDD,VSS
_DRAM_CORE.BANK3.net55954,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net55955,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net55956,4,VON,VSS
_DRAM_CORE.BANK3.net55957,4,VDD,VOFF
_DRAM_CORE.BANK3.net55958,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net55959,4,VDD,VDD
_DRAM_CORE.BANK3.net55960,4,VSSQ,VSS
_DRAM_CORE.BANK0.net55961,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net55962,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net55963,1,VSS,VDDQ
_DRAM_CORE.BANK0.net55964,1,VSSQ,VSS
_DRAM_CORE.BANK0.net55965,1,VOFF,VEXT
_DRAM_CORE.BANK0.net55966,1,VDD,VOFF
_DRAM_CORE.BANK0.net55967,1,VOFF,VOFF
_DRAM_CORE.BANK0.net55968,1,VOFF,VEXT
_DRAM_CORE.BANK0.net55969,1,VSS,VSS
_DRAM_CORE.BANK0.net55970,1,VOFF,VSS
_DRAM_CORE.BANK1.net55971,2,VDD,VDD
_DRAM_CORE.BANK1.net55972,2,VEXT,VOFF
_DRAM_CORE.BANK1.net55973,2,VSS,VSS
_DRAM_CORE.BANK1.net55974,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net55975,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net55976,2,VDD,VSS
_DRAM_CORE.BANK1.net55977,2,VOFF,VEXT
_DRAM_CORE.BANK1.net55978,2,VSS,VEXT
_DRAM_CORE.BANK1.net55979,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net55980,2,VON,VSSQ
_DRAM_CORE.BANK2.net55981,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net55982,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net55983,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net55984,3,VON,VSS
_DRAM_CORE.BANK2.net55985,3,VEXT,VDD
_DRAM_CORE.BANK2.net55986,3,VON,VEXT
_DRAM_CORE.BANK2.net55987,3,VSS,VDD
_DRAM_CORE.BANK2.net55988,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net55989,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net55990,3,VSSQ,VOFF
_DRAM_CORE.BANK3.net55991,4,VEXT,VON
_DRAM_CORE.BANK3.net55992,4,VSS,VON
_DRAM_CORE.BANK3.net55993,4,VOFF,VOFF
_DRAM_CORE.BANK3.net55994,4,VEXT,VOFF
_DRAM_CORE.BANK3.net55995,4,VEXT,VOFF
_DRAM_CORE.BANK3.net55996,4,VON,VEXT
_DRAM_CORE.BANK3.net55997,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net55998,4,VDD,VSSQ
_DRAM_CORE.BANK3.net55999,4,VOFF,VSS
_DRAM_CORE.BANK3.net56000,4,VSS,VON
_DRAM_CORE.BANK0.net56001,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net56002,1,VDD,VSS
_DRAM_CORE.BANK0.net56003,1,VDDQ,VON
_DRAM_CORE.BANK0.net56004,1,VEXT,VEXT
_DRAM_CORE.BANK0.net56005,1,VON,VON
_DRAM_CORE.BANK0.net56006,1,VSS,VSS
_DRAM_CORE.BANK0.net56007,1,VSSQ,VDD
_DRAM_CORE.BANK0.net56008,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net56009,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net56010,1,VON,VON
_DRAM_CORE.BANK1.net56011,2,VOFF,VOFF
_DRAM_CORE.BANK1.net56012,2,VDD,VSS
_DRAM_CORE.BANK1.net56013,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net56014,2,VDD,VOFF
_DRAM_CORE.BANK1.net56015,2,VOFF,VDD
_DRAM_CORE.BANK1.net56016,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56017,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56018,2,VEXT,VSS
_DRAM_CORE.BANK1.net56019,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56020,2,VDDQ,VON
_DRAM_CORE.BANK2.net56021,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net56022,3,VDD,VDD
_DRAM_CORE.BANK2.net56023,3,VOFF,VEXT
_DRAM_CORE.BANK2.net56024,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56025,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net56026,3,VEXT,VSS
_DRAM_CORE.BANK2.net56027,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56028,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net56029,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56030,3,VDDQ,VEXT
_DRAM_CORE.BANK3.net56031,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net56032,4,VDD,VSS
_DRAM_CORE.BANK3.net56033,4,VDD,VOFF
_DRAM_CORE.BANK3.net56034,4,VOFF,VEXT
_DRAM_CORE.BANK3.net56035,4,VDD,VDD
_DRAM_CORE.BANK3.net56036,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net56037,4,VEXT,VEXT
_DRAM_CORE.BANK3.net56038,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56039,4,VSS,VEXT
_DRAM_CORE.BANK3.net56040,4,VEXT,VSS
_DRAM_CORE.BANK0.net56041,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net56042,1,VSS,VSS
_DRAM_CORE.BANK0.net56043,1,VDD,VSS
_DRAM_CORE.BANK0.net56044,1,VON,VDDQ
_DRAM_CORE.BANK0.net56045,1,VOFF,VOFF
_DRAM_CORE.BANK0.net56046,1,VDD,VSS
_DRAM_CORE.BANK0.net56047,1,VDD,VEXT
_DRAM_CORE.BANK0.net56048,1,VOFF,VSS
_DRAM_CORE.BANK0.net56049,1,VEXT,VSS
_DRAM_CORE.BANK0.net56050,1,VDDQ,VDDQ
_DRAM_CORE.BANK1.net56051,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net56052,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56053,2,VON,VSSQ
_DRAM_CORE.BANK1.net56054,2,VDDQ,VSS
_DRAM_CORE.BANK1.net56055,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56056,2,VOFF,VSS
_DRAM_CORE.BANK1.net56057,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net56058,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net56059,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net56060,2,VDDQ,VSS
_DRAM_CORE.BANK2.net56061,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net56062,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56063,3,VDD,VEXT
_DRAM_CORE.BANK2.net56064,3,VOFF,VSS
_DRAM_CORE.BANK2.net56065,3,VDD,VOFF
_DRAM_CORE.BANK2.net56066,3,VON,VSSQ
_DRAM_CORE.BANK2.net56067,3,VDD,VEXT
_DRAM_CORE.BANK2.net56068,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56069,3,VON,VOFF
_DRAM_CORE.BANK2.net56070,3,VOFF,VEXT
_DRAM_CORE.BANK3.net56071,4,VDD,VEXT
_DRAM_CORE.BANK3.net56072,4,VOFF,VON
_DRAM_CORE.BANK3.net56073,4,VDD,VSSQ
_DRAM_CORE.BANK3.net56074,4,VDD,VEXT
_DRAM_CORE.BANK3.net56075,4,VON,VSSQ
_DRAM_CORE.BANK3.net56076,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net56077,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net56078,4,VON,VEXT
_DRAM_CORE.BANK3.net56079,4,VEXT,VSSQ
_DRAM_CORE.BANK3.net56080,4,VOFF,VON
_DRAM_CORE.BANK0.net56081,1,VSS,VEXT
_DRAM_CORE.BANK0.net56082,1,VDD,VSS
_DRAM_CORE.BANK0.net56083,1,VON,VSS
_DRAM_CORE.BANK0.net56084,1,VDD,VOFF
_DRAM_CORE.BANK0.net56085,1,VON,VDD
_DRAM_CORE.BANK0.net56086,1,VON,VDDQ
_DRAM_CORE.BANK0.net56087,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net56088,1,VDDQ,VSS
_DRAM_CORE.BANK0.net56089,1,VDD,VDD
_DRAM_CORE.BANK0.net56090,1,VDD,VSSQ
_DRAM_CORE.BANK1.net56091,2,VSS,VDD
_DRAM_CORE.BANK1.net56092,2,VSSQ,VSS
_DRAM_CORE.BANK1.net56093,2,VDD,VON
_DRAM_CORE.BANK1.net56094,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56095,2,VSS,VDDQ
_DRAM_CORE.BANK1.net56096,2,VDD,VON
_DRAM_CORE.BANK1.net56097,2,VDDQ,VSS
_DRAM_CORE.BANK1.net56098,2,VSS,VDD
_DRAM_CORE.BANK1.net56099,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net56100,2,VSSQ,VON
_DRAM_CORE.BANK2.net56101,3,VON,VOFF
_DRAM_CORE.BANK2.net56102,3,VEXT,VON
_DRAM_CORE.BANK2.net56103,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56104,3,VOFF,VSS
_DRAM_CORE.BANK2.net56105,3,VOFF,VEXT
_DRAM_CORE.BANK2.net56106,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net56107,3,VSSQ,VON
_DRAM_CORE.BANK2.net56108,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net56109,3,VSS,VDD
_DRAM_CORE.BANK2.net56110,3,VOFF,VSSQ
_DRAM_CORE.BANK3.net56111,4,VDD,VON
_DRAM_CORE.BANK3.net56112,4,VSS,VDDQ
_DRAM_CORE.BANK3.net56113,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net56114,4,VON,VOFF
_DRAM_CORE.BANK3.net56115,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56116,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56117,4,VEXT,VDD
_DRAM_CORE.BANK3.net56118,4,VSS,VOFF
_DRAM_CORE.BANK3.net56119,4,VEXT,VEXT
_DRAM_CORE.BANK3.net56120,4,VDDQ,VEXT
_DRAM_CORE.BANK0.net56121,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net56122,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net56123,1,VEXT,VDD
_DRAM_CORE.BANK0.net56124,1,VSS,VOFF
_DRAM_CORE.BANK0.net56125,1,VOFF,VEXT
_DRAM_CORE.BANK0.net56126,1,VDD,VON
_DRAM_CORE.BANK0.net56127,1,VSS,VSS
_DRAM_CORE.BANK0.net56128,1,VDD,VEXT
_DRAM_CORE.BANK0.net56129,1,VOFF,VSS
_DRAM_CORE.BANK0.net56130,1,VSS,VEXT
_DRAM_CORE.BANK1.net56131,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56132,2,VSS,VEXT
_DRAM_CORE.BANK1.net56133,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56134,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56135,2,VSS,VSS
_DRAM_CORE.BANK1.net56136,2,VDDQ,VON
_DRAM_CORE.BANK1.net56137,2,VDD,VDDQ
_DRAM_CORE.BANK1.net56138,2,VSS,VSSQ
_DRAM_CORE.BANK1.net56139,2,VSS,VEXT
_DRAM_CORE.BANK1.net56140,2,VOFF,VDDQ
_DRAM_CORE.BANK2.net56141,3,VDD,VEXT
_DRAM_CORE.BANK2.net56142,3,VDD,VDDQ
_DRAM_CORE.BANK2.net56143,3,VOFF,VSS
_DRAM_CORE.BANK2.net56144,3,VSSQ,VDD
_DRAM_CORE.BANK2.net56145,3,VSSQ,VSS
_DRAM_CORE.BANK2.net56146,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net56147,3,VOFF,VEXT
_DRAM_CORE.BANK2.net56148,3,VEXT,VDD
_DRAM_CORE.BANK2.net56149,3,VDD,VDD
_DRAM_CORE.BANK2.net56150,3,VON,VOFF
_DRAM_CORE.BANK3.net56151,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net56152,4,VEXT,VDD
_DRAM_CORE.BANK3.net56153,4,VDD,VOFF
_DRAM_CORE.BANK3.net56154,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net56155,4,VON,VSSQ
_DRAM_CORE.BANK3.net56156,4,VSS,VOFF
_DRAM_CORE.BANK3.net56157,4,VDD,VDDQ
_DRAM_CORE.BANK3.net56158,4,VON,VON
_DRAM_CORE.BANK3.net56159,4,VDD,VDD
_DRAM_CORE.BANK3.net56160,4,VSSQ,VDDQ
_DRAM_CORE.BANK0.net56161,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net56162,1,VSS,VSSQ
_DRAM_CORE.BANK0.net56163,1,VEXT,VSS
_DRAM_CORE.BANK0.net56164,1,VDD,VDDQ
_DRAM_CORE.BANK0.net56165,1,VDDQ,VON
_DRAM_CORE.BANK0.net56166,1,VDD,VEXT
_DRAM_CORE.BANK0.net56167,1,VOFF,VON
_DRAM_CORE.BANK0.net56168,1,VON,VSS
_DRAM_CORE.BANK0.net56169,1,VEXT,VON
_DRAM_CORE.BANK0.net56170,1,VON,VSSQ
_DRAM_CORE.BANK1.net56171,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net56172,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net56173,2,VOFF,VDD
_DRAM_CORE.BANK1.net56174,2,VOFF,VSS
_DRAM_CORE.BANK1.net56175,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56176,2,VEXT,VEXT
_DRAM_CORE.BANK1.net56177,2,VON,VON
_DRAM_CORE.BANK1.net56178,2,VSS,VOFF
_DRAM_CORE.BANK1.net56179,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net56180,2,VON,VDDQ
_DRAM_CORE.BANK2.net56181,3,VSSQ,VSS
_DRAM_CORE.BANK2.net56182,3,VEXT,VON
_DRAM_CORE.BANK2.net56183,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56184,3,VDD,VSS
_DRAM_CORE.BANK2.net56185,3,VEXT,VDD
_DRAM_CORE.BANK2.net56186,3,VOFF,VOFF
_DRAM_CORE.BANK2.net56187,3,VOFF,VDD
_DRAM_CORE.BANK2.net56188,3,VSS,VOFF
_DRAM_CORE.BANK2.net56189,3,VSSQ,VDD
_DRAM_CORE.BANK2.net56190,3,VOFF,VON
_DRAM_CORE.BANK3.net56191,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56192,4,VSS,VSS
_DRAM_CORE.BANK3.net56193,4,VEXT,VEXT
_DRAM_CORE.BANK3.net56194,4,VDD,VOFF
_DRAM_CORE.BANK3.net56195,4,VDDQ,VDD
_DRAM_CORE.BANK3.net56196,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56197,4,VSSQ,VON
_DRAM_CORE.BANK3.net56198,4,VON,VDDQ
_DRAM_CORE.BANK3.net56199,4,VSS,VEXT
_DRAM_CORE.BANK3.net56200,4,VON,VOFF
_DRAM_CORE.BANK0.net56201,1,VDD,VSSQ
_DRAM_CORE.BANK0.net56202,1,VON,VDDQ
_DRAM_CORE.BANK0.net56203,1,VOFF,VDD
_DRAM_CORE.BANK0.net56204,1,VOFF,VON
_DRAM_CORE.BANK0.net56205,1,VON,VEXT
_DRAM_CORE.BANK0.net56206,1,VSSQ,VON
_DRAM_CORE.BANK0.net56207,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net56208,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net56209,1,VON,VEXT
_DRAM_CORE.BANK0.net56210,1,VDD,VOFF
_DRAM_CORE.BANK1.net56211,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net56212,2,VDDQ,VON
_DRAM_CORE.BANK1.net56213,2,VOFF,VDD
_DRAM_CORE.BANK1.net56214,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56215,2,VSS,VON
_DRAM_CORE.BANK1.net56216,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net56217,2,VDD,VSSQ
_DRAM_CORE.BANK1.net56218,2,VOFF,VDD
_DRAM_CORE.BANK1.net56219,2,VOFF,VSS
_DRAM_CORE.BANK1.net56220,2,VSSQ,VEXT
_DRAM_CORE.BANK2.net56221,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56222,3,VSSQ,VSS
_DRAM_CORE.BANK2.net56223,3,VSS,VSSQ
_DRAM_CORE.BANK2.net56224,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56225,3,VOFF,VDD
_DRAM_CORE.BANK2.net56226,3,VOFF,VSS
_DRAM_CORE.BANK2.net56227,3,VON,VDD
_DRAM_CORE.BANK2.net56228,3,VON,VEXT
_DRAM_CORE.BANK2.net56229,3,VOFF,VON
_DRAM_CORE.BANK2.net56230,3,VON,VDD
_DRAM_CORE.BANK3.net56231,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56232,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net56233,4,VOFF,VEXT
_DRAM_CORE.BANK3.net56234,4,VDD,VOFF
_DRAM_CORE.BANK3.net56235,4,VDD,VDD
_DRAM_CORE.BANK3.net56236,4,VON,VSS
_DRAM_CORE.BANK3.net56237,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net56238,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net56239,4,VDD,VEXT
_DRAM_CORE.BANK3.net56240,4,VSSQ,VDDQ
_DRAM_CORE.BANK0.net56241,1,VOFF,VDD
_DRAM_CORE.BANK0.net56242,1,VDD,VEXT
_DRAM_CORE.BANK0.net56243,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net56244,1,VSSQ,VON
_DRAM_CORE.BANK0.net56245,1,VDD,VDD
_DRAM_CORE.BANK0.net56246,1,VON,VON
_DRAM_CORE.BANK0.net56247,1,VOFF,VOFF
_DRAM_CORE.BANK0.net56248,1,VON,VOFF
_DRAM_CORE.BANK0.net56249,1,VDDQ,VDD
_DRAM_CORE.BANK0.net56250,1,VDDQ,VON
_DRAM_CORE.BANK1.net56251,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net56252,2,VDDQ,VSS
_DRAM_CORE.BANK1.net56253,2,VON,VSSQ
_DRAM_CORE.BANK1.net56254,2,VON,VSSQ
_DRAM_CORE.BANK1.net56255,2,VDD,VSSQ
_DRAM_CORE.BANK1.net56256,2,VDD,VOFF
_DRAM_CORE.BANK1.net56257,2,VON,VSSQ
_DRAM_CORE.BANK1.net56258,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56259,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net56260,2,VON,VEXT
_DRAM_CORE.BANK2.net56261,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net56262,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56263,3,VON,VSS
_DRAM_CORE.BANK2.net56264,3,VDD,VDD
_DRAM_CORE.BANK2.net56265,3,VSS,VOFF
_DRAM_CORE.BANK2.net56266,3,VON,VSS
_DRAM_CORE.BANK2.net56267,3,VSSQ,VON
_DRAM_CORE.BANK2.net56268,3,VSSQ,VON
_DRAM_CORE.BANK2.net56269,3,VEXT,VDD
_DRAM_CORE.BANK2.net56270,3,VSS,VSSQ
_DRAM_CORE.BANK3.net56271,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56272,4,VON,VSSQ
_DRAM_CORE.BANK3.net56273,4,VDD,VON
_DRAM_CORE.BANK3.net56274,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56275,4,VSS,VEXT
_DRAM_CORE.BANK3.net56276,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net56277,4,VON,VSS
_DRAM_CORE.BANK3.net56278,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net56279,4,VOFF,VON
_DRAM_CORE.BANK3.net56280,4,VOFF,VEXT
_DRAM_CORE.BANK0.net56281,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net56282,1,VON,VEXT
_DRAM_CORE.BANK0.net56283,1,VDDQ,VON
_DRAM_CORE.BANK0.net56284,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net56285,1,VON,VDD
_DRAM_CORE.BANK0.net56286,1,VDD,VSSQ
_DRAM_CORE.BANK0.net56287,1,VON,VSS
_DRAM_CORE.BANK0.net56288,1,VEXT,VON
_DRAM_CORE.BANK0.net56289,1,VSS,VON
_DRAM_CORE.BANK0.net56290,1,VDDQ,VON
_DRAM_CORE.BANK1.net56291,2,VSS,VDDQ
_DRAM_CORE.BANK1.net56292,2,VOFF,VON
_DRAM_CORE.BANK1.net56293,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net56294,2,VSS,VEXT
_DRAM_CORE.BANK1.net56295,2,VON,VON
_DRAM_CORE.BANK1.net56296,2,VEXT,VOFF
_DRAM_CORE.BANK1.net56297,2,VON,VOFF
_DRAM_CORE.BANK1.net56298,2,VOFF,VEXT
_DRAM_CORE.BANK1.net56299,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net56300,2,VON,VSS
_DRAM_CORE.BANK2.net56301,3,VDD,VOFF
_DRAM_CORE.BANK2.net56302,3,VDD,VDDQ
_DRAM_CORE.BANK2.net56303,3,VSS,VEXT
_DRAM_CORE.BANK2.net56304,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56305,3,VEXT,VSS
_DRAM_CORE.BANK2.net56306,3,VDD,VOFF
_DRAM_CORE.BANK2.net56307,3,VSSQ,VSS
_DRAM_CORE.BANK2.net56308,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net56309,3,VOFF,VOFF
_DRAM_CORE.BANK2.net56310,3,VEXT,VON
_DRAM_CORE.BANK3.net56311,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net56312,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net56313,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net56314,4,VOFF,VSS
_DRAM_CORE.BANK3.net56315,4,VDD,VDDQ
_DRAM_CORE.BANK3.net56316,4,VON,VDD
_DRAM_CORE.BANK3.net56317,4,VEXT,VSS
_DRAM_CORE.BANK3.net56318,4,VOFF,VDD
_DRAM_CORE.BANK3.net56319,4,VOFF,VEXT
_DRAM_CORE.BANK3.net56320,4,VON,VDD
_DRAM_CORE.BANK0.net56321,1,VON,VON
_DRAM_CORE.BANK0.net56322,1,VSSQ,VSS
_DRAM_CORE.BANK0.net56323,1,VOFF,VON
_DRAM_CORE.BANK0.net56324,1,VSS,VON
_DRAM_CORE.BANK0.net56325,1,VEXT,VSS
_DRAM_CORE.BANK0.net56326,1,VDDQ,VSS
_DRAM_CORE.BANK0.net56327,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net56328,1,VON,VOFF
_DRAM_CORE.BANK0.net56329,1,VSSQ,VON
_DRAM_CORE.BANK0.net56330,1,VSSQ,VON
_DRAM_CORE.BANK1.net56331,2,VSS,VOFF
